605055239483959,19,55,16,62,51,25,7,23,60
625750332626068,16,52,60,30,34,68,46,27,62
679215174412185,23,9,26,9,45,38,30,51,67
171919155400049,16,65,38,26,10,64,2,10,17
176752152829884,23,12,30,61,18,48,52,44,17
182010269544589,18,37,13,3,32,11,34,10,18
186716022534382,13,22,35,20,49,12,18,44,18
209713446854656,17,16,54,19,16,47,23,65,20
212574063704815,14,55,55,45,22,5,62,13,21
317678729036612,18,68,8,51,4,3,22,48,31
402578663586950,17,38,44,8,63,60,51,9,40
409910460989994,13,18,19,3,40,3,25,62,40
41729362421535,24,63,60,24,40,34,38,11,4
44652630208500,19,36,66,5,68,19,37,32,4
476854208240132,13,20,30,6,52,55,62,38,47
506550789923898,14,66,47,3,61,35,2,36,50
523063124169686,22,62,19,49,31,26,40,10,52
554380813919539,527,19,60,9,31,65,25,19,55
699722141683171,15,67,12,65,3,65,44,54,69
193575075716386,29,10,19,39,9,4,35,21,19
275132810874590,14,62,60,31,53,39,65,30,27
317781518199640,75,16,41,55,67,11,3,49,31
324412980290773,19,61,67,47,37,30,46,24,32
374683076157711,22,39,37,58,24,65,34,25,37
37508633029400,13,32,23,34,34,9,17,53,3
383907182700245,22,5,26,54,37,6,50,19,38
395988714923828,16,68,54,23,3,3,30,34,39
447082663464183,17,39,10,16,11,22,12,41,44
484094039449700,10,20,58,48,18,32,60,18,48
518551027553012,18,68,30,33,23,31,12,50,51
524198106602766,19,54,59,17,10,68,50,18,52
58564675662466,28,58,25,5,35,19,27,60,5
693832892842004,15,68,2,53,63,16,25,12,69
74083844400641,17,17,30,54,36,61,55,27,7
107655483426228,18,36,66,44,68,19,54,52,10
168649455294682,18,34,39,55,50,3,41,58,16
21526499609296,21,16,40,22,9,20,37,10,2
221660420365906,26,34,30,23,50,4,6,7,22
243729623564399,17,47,24,22,22,59,35,21,24
26427554535820,24,4,41,24,52,16,50,45,2
352037044945790,21,62,48,39,32,2,67,6,35
35894815688631,7,39,66,12,65,5,47,41,3
385988723230166,14,62,27,32,35,62,45,34,38
462557338377641,16,17,35,55,37,64,17,8,46
463879584781206,9,6,10,67,34,18,53,17,46
468894608126557,16,61,60,21,68,7,53,53,46
558779149171913,16,41,4,54,27,3,67,50,55
57097832232261,32,21,54,64,67,12,61,49,5
599165397766740,13,12,41,19,35,27,59,52,59
646669256595549,14,69,27,66,12,16,58,33,64
101739758099490,45,18,2,6,41,66,20,10,10
137606172015352,14,40,66,49,44,23,53,51,13
248168831065711,22,7,61,13,11,6,26,53,24
275668421775722,22,26,66,35,21,26,54,34,27
33111214435932,66,60,52,54,45,33,48,21,3
353904461321694,20,6,3,20,48,10,24,20,35
444451316924331,39,27,2,12,30,27,20,22,44
585447092287136,19,8,27,20,13,37,25,26,58
596865520788411,21,3,7,7,2,55,22,36,59
614427724239186,9,66,34,22,13,16,27,18,61
617086931333150,22,38,63,65,45,39,33,37,61
674987229186989,19,5,53,51,2,33,5,21,67
698389042683060,13,36,18,46,18,67,3,45,69
70877801956721,15,41,65,52,59,65,54,4,7
75263438345916,15,12,54,54,17,35,17,36,7
400535173947940,17,52,30,54,58,52,3,67,39
453318742158342,49,6,8,23,12,16,67,13,45
461973634166979,19,27,45,64,26,16,4,4,46
463149290331738,13,18,17,62,41,59,35,12,46
480624763737717,15,45,65,24,31,33,67,65,47
534442791371569,17,25,35,61,67,41,17,20,53
536130483060751,16,7,65,7,32,58,25,32,53
557462326286863,19,55,59,13,17,35,34,41,55
603746180390213,18,53,66,66,33,58,50,13,60
696555402995773,17,37,59,62,64,19,64,31,69
699266746056840,14,24,46,22,27,39,25,51,69
85302976721392,16,64,62,33,26,7,22,36,8
113017622242073,17,41,30,10,64,37,17,19,11
167833119742470,13,54,50,55,9,11,51,52,16
484581241236338,19,26,67,58,33,17,24,22,48
507790661881860,10,36,4,67,41,20,67,44,50
587608241265373,16,13,26,46,32,31,62,41,58
605272444258740,22,60,31,27,7,44,47,24,60
608433351494260,13,4,38,63,18,16,25,47,60
641565021278336,13,32,12,20,4,19,12,69,63
662775595172914,17,58,23,38,22,19,30,5,66
66933746860886,18,62,51,11,3,40,32,48,6
676847609254049,12,41,31,63,30,67,30,34,67
678891486050382,16,30,54,36,64,17,7,49,67
697669713178115,18,59,49,48,26,12,64,39,69
121924387071074,26,2,68,21,36,50,12,11,12
239936690574379,14,19,67,45,65,40,19,66,23
379532893564144,18,64,46,7,25,27,21,60,37
442705818603031,22,7,66,22,63,19,54,9,44
445677779649251,29,11,59,17,13,17,6,31,44
541189842672406,15,22,8,35,50,41,48,68,53
612570500607722,37,50,7,59,17,27,3,5,61
680402791370005,52,61,51,18,65,22,68,59,67
139461813043467,13,51,11,7,48,25,4,65,13
173384599934037,12,21,24,46,45,18,40,20,17
198372316289217,16,33,20,60,50,25,66,55,19
23939097705037,17,37,53,5,3,11,60,27,2
253614025819509,19,69,22,60,48,18,32,20,25
361856871344461,14,13,16,35,64,6,30,5,36
375662184310085,19,5,64,37,59,66,36,32,37
473128734045477,14,21,66,66,37,27,9,12,47
537766031010840,23,24,48,50,45,6,7,44,53
615229261750429,23,61,68,45,7,34,9,24,61
65591473763481,22,33,7,58,62,60,58,38,6
81044360527034,14,2,31,64,34,12,53,5,8
89016156908620,17,52,11,52,6,10,69,62,8
91364758591500,18,36,21,24,46,67,58,7,9
103952329632631,19,55,24,66,22,30,12,26,10
138139889655109,12,13,39,25,52,11,41,55,13
172987878210864,11,24,11,16,19,16,51,17,17
244472753246033,17,65,26,23,59,63,59,26,24
338188180404747,16,3,25,60,66,49,37,51,33
34455393353755,13,19,33,11,52,11,23,31,3
344917010875531,25,67,25,37,48,19,59,27,34
405083298682442,9,2,49,66,40,20,50,27,40
523952678957476,56,4,4,34,40,7,68,16,52
555924234979898,32,26,60,61,35,41,31,30,55
600373013771310,11,6,53,37,68,35,35,61,59
619439074395297,17,33,32,38,69,12,25,54,61
687715712688583,20,55,26,49,13,55,31,40,68
71999266620822,82,6,10,51,37,36,58,12,7
180219789514691,19,35,68,66,6,58,44,69,17
274440465087917,15,5,61,58,67,52,67,25,27
307879222997132,21,44,68,53,54,34,69,49,30
346860056741186,48,2,48,39,9,34,55,41,34
359703307639628,22,44,60,33,63,6,69,61,35
394797410889958,17,46,63,60,40,25,62,25,39
416081254194962,15,26,55,22,17,16,46,34,41
446209214875650,22,18,6,65,25,64,64,34,44
446874000475935,23,39,7,52,44,33,48,39,44
524982458547393,20,33,20,20,41,22,24,24,52
697877406707093,21,53,60,58,59,36,27,41,69
104550275659035,11,3,3,17,30,32,33,30,10
117959683236181,15,61,35,69,25,48,51,54,11
193570761073198,24,22,19,59,41,59,32,21,19
354077398865114,21,26,48,53,59,37,41,21,35
372996661982997,9,21,16,18,27,24,27,13,37
386308404134389,25,37,34,25,7,6,67,36,38
405594374007762,42,18,64,47,9,30,26,31,40
492266404151138,17,2,4,65,13,5,36,5,49
621421148338403,21,59,5,69,49,39,41,68,61
639322823833490,13,2,66,12,65,32,5,53,63
643144401032588,35,44,44,68,12,37,36,8,64
648916520416740,14,36,64,55,61,46,67,49,64
686655538531501,18,13,44,17,12,61,59,32,68
74497848020118,45,54,52,39,68,58,53,30,7
170806345905980,13,20,21,13,37,55,3,2,17
256206473733367,22,55,32,23,69,5,4,39,25
311437149245031,21,39,48,11,25,20,36,3,31
321528294856948,74,4,30,10,59,40,67,3,32
379894618550506,14,58,6,60,32,23,64,62,37
386304005316979,39,19,12,8,30,58,64,36,38
400315669445680,12,16,68,60,61,20,34,65,39
413887334312244,9,12,61,48,38,26,64,18,41
533288935216882,11,10,53,8,67,17,69,11,53
536595865772224,17,40,35,67,53,23,50,35,53
555548701478206,30,22,53,41,40,35,53,27,55
624162194420118,3,6,18,18,32,12,18,16,62
628519559948234,18,26,6,32,63,9,38,47,62
645157198701666,19,18,66,63,11,55,68,22,64
75854739094965,22,45,17,11,5,6,35,40,7
100914910079751,18,63,49,44,17,45,26,4,10
116163648398748,12,12,2,36,22,32,59,41,11
227752669783090,13,10,21,25,50,46,58,50,22
238275561239709,11,69,35,58,58,4,25,54,23
317469761151122,53,2,2,24,13,3,58,46,31
327126283170427,20,19,13,59,66,50,8,44,32
40743863066249,19,17,39,30,18,11,33,4,4
413528572307178,19,18,11,23,49,68,22,16,41
512041351760103,16,39,24,32,37,8,32,3,51
512057710860688,17,64,2,35,18,41,40,3,51
589224829368978,34,18,24,23,9,66,33,53,58
596942308436056,16,16,9,23,26,32,62,36,59
615113610956861,16,5,7,65,45,50,21,23,61
632460586461375,19,39,67,63,69,66,58,3,63
65041658558247,49,39,16,58,54,49,62,34,6
680183410484378,15,2,3,39,39,67,26,58,67
229232812073006,16,38,25,44,7,44,31,61,22
251910974668817,16,65,58,54,45,6,16,8,25
261469847211261,15,69,23,25,54,20,60,4,26
337690769626192,16,40,5,67,59,44,68,47,33
38695562737007,13,23,19,24,13,40,54,61,3
394822041235435,18,19,67,4,6,6,3,26,39
43016863570060,21,4,65,41,44,63,55,20,4
459477466504348,17,4,59,64,54,11,10,58,45
597112186865627,21,11,66,61,49,17,6,38,59
616455239568606,20,54,45,40,59,5,67,32,61
65590557328996,13,52,54,36,55,26,58,38,6
679216383698365,7,37,11,2,45,11,31,51,67
695162928055150,26,46,48,39,48,44,64,21,69
79759405388396,27,20,59,63,11,6,37,68,7
87503730568442,18,26,68,39,26,35,7,52,8
87605963986532,17,68,36,48,40,23,60,52,8
104030227050755,15,59,33,30,68,48,52,26,10
198897330207425,17,41,19,45,67,49,49,59,19
198914238038022,21,6,48,58,6,31,58,59,19
21726370168763,17,59,16,20,35,41,68,11,2
263872560577842,12,18,4,8,61,3,6,22,26
364381623550010,11,2,47,52,11,67,38,23,36
364551508180927,23,55,49,63,51,52,54,24,36
457851215533888,18,64,64,44,37,49,33,46,45
506057028474760,15,16,39,26,39,22,35,32,50
550555812994419,20,27,11,41,54,5,65,63,54
556763220945816,19,24,32,34,65,12,33,36,55
605017117281395,18,11,21,34,11,47,59,22,60
173850114990697,23,25,34,3,62,60,64,23,17
336663344706096,17,48,40,51,31,45,41,40,33
345621433372618,17,58,50,62,61,23,63,32,34
365620286113970,14,50,32,30,64,6,31,32,36
394806474566027,28,35,13,7,60,2,67,25,39
453124758521694,15,30,8,36,62,69,38,12,45
492424654885842,19,66,10,51,60,61,45,6,49
521051714572244,16,68,50,46,7,60,8,68,51
535515083162815,16,31,60,47,62,54,67,27,53
553544270197880,33,32,11,53,64,40,25,13,55
558641794089892,31,4,12,17,20,4,68,49,55
620703921387990,28,30,63,8,3,63,30,63,61
72459677798670,19,30,54,63,59,32,8,16,7
131764139902400,16,32,68,58,30,4,58,9,13
171195901918564,14,4,4,25,17,7,61,4,17
198321500834743,20,31,27,64,58,6,40,55,19
330183163804589,16,53,31,67,11,40,4,66,32
380274444145587,38,3,22,30,7,45,44,65,37
41171474288157,20,69,11,35,3,11,38,7,4
45368156415040,14,16,38,22,22,5,47,37,4
472377582794007,12,63,11,47,37,12,53,6,47
536130490538338,12,34,24,10,52,58,25,32,53
623749942567318,12,22,64,54,13,8,21,13,62
81811336220946,25,18,48,54,23,40,17,11,8
114201432570373,13,61,17,44,37,24,53,27,11
115307859156504,11,24,48,58,45,11,49,35,11
117654110499237,19,69,20,31,52,53,37,52,11
177394202585413,19,61,65,11,36,35,24,49,17
278277579159920,16,8,37,52,25,59,34,53,27
338045853191047,18,7,8,5,58,9,36,50,33
366183977124388,63,4,20,18,24,30,34,36,36
368108045406975,25,39,27,61,44,58,20,50,36
499625623905460,16,52,8,25,20,32,23,58,49
56937001523799,18,39,38,62,20,4,50,48,5
584110885454070,14,6,46,40,53,67,54,16,58
633803660368130,12,2,48,54,67,3,33,13,63
635111184448862,16,62,4,8,5,58,60,22,63
673158312737008,32,16,44,26,31,17,68,7,67
78633382832404,15,52,44,34,62,9,31,60,7
173291513918002,14,34,66,6,59,10,64,19,17
228439722852824,14,32,47,58,39,52,53,55,22
238930392404956,292,4,51,62,47,35,3,59,23
253744167726512,17,8,61,66,26,37,27,21,25
263532028059780,19,60,65,64,23,4,46,19,26
385459118629668,154,36,8,27,31,11,60,30,38
454287219511754,17,2,17,12,5,54,63,20,45
472584474698504,11,32,69,6,11,7,16,8,47
550547352080008,14,16,23,16,66,50,60,63,54
552582700542567,22,63,37,63,2,44,32,6,55
590958160448962,13,58,41,64,65,52,65,65,58
596305293306056,90,8,8,50,33,16,21,32,59
615640580648368,16,16,12,41,46,3,6,27,61
646647684784350,12,6,27,5,34,5,47,33,64
682515439612207,25,7,61,16,30,12,8,3,68
72631070726139,7,27,4,3,37,2,25,17,7
175324352816866,12,58,13,12,40,54,34,34,17
269261942496973,16,61,58,65,37,27,55,60,26
323426763328846,16,22,31,10,37,52,40,17,32
352078814881362,49,66,58,63,53,44,16,7,35
458003384912789,15,53,68,25,63,23,40,47,45
50929637205090,36,66,68,44,67,24,41,5,5
522695893983823,15,55,3,37,34,41,66,7,52
538962736187842,15,34,52,60,6,41,49,52,53
626862126783705,13,33,31,24,23,39,45,35,62
656540659042542,14,54,23,41,58,67,47,32,65
68772216126048,16,24,49,18,8,51,46,61,6
171825843780556,14,52,67,27,67,47,26,9,17
176306951232761,16,41,50,67,65,41,38,41,17
192039095530004,17,68,2,21,68,16,33,10,19
193259873496417,17,33,64,61,12,11,16,19,19
20446335581377,19,49,2,24,19,2,55,2,2
244193649222954,8,66,53,24,8,46,59,24,24
273134544290997,17,69,62,68,33,58,40,16,27
45757259161701,15,69,52,6,12,12,32,40,4
459851310580078,14,46,40,64,59,26,59,60,45
522162544703966,15,62,36,54,5,67,6,4,52
53131549377871,524,55,35,5,3,24,27,21,5
608167128135418,22,34,67,40,61,45,31,45,60
666998902794232,12,64,31,68,23,68,52,35,66
669458180631322,15,10,26,23,17,68,27,53,66
76363663838030,18,62,34,6,44,7,10,44,7
187815301208634,12,66,63,65,58,21,10,52,18
195858505464170,21,50,47,40,41,12,63,37,19
226016518178474,20,26,26,5,69,26,25,38,22
244351770783059,21,11,65,4,69,25,69,25,24
274103759045378,16,2,40,31,58,51,37,23,27
28783966439581,14,61,68,69,64,4,44,62,2
34909628889448,15,64,5,47,16,66,41,34,3
456742467736194,35,66,64,33,2,48,36,38,45
468225807486455,17,47,49,32,20,33,67,48,46
51816115491901,176,61,64,64,41,35,67,11,5
540572067196492,18,4,9,31,52,21,17,64,53
700631463966383,14,47,16,32,53,61,10,61,69
88754559766538,20,50,35,64,59,67,5,61,8
193803588255865,16,49,17,46,20,11,9,23,19
247349225467681,18,25,9,10,65,35,34,47,24
265078014012592,14,16,60,31,60,3,53,30,26
311456257526835,50,27,59,54,27,11,46,3,31
339922391568463,13,55,59,22,33,69,69,63,33
365664016181316,14,12,31,22,9,50,53,32,36
44976241513384,15,16,11,18,58,37,60,34,4
510986754807750,210,54,18,26,2,6,63,67,50
526210328823153,21,33,26,32,51,64,10,33,52
537908728133294,174,62,54,37,37,60,8,45,53
602823414660939,17,27,38,66,38,65,5,7,60
657686326073059,19,19,66,9,7,3,64,40,65
127854667609773,18,69,13,67,35,41,53,53,12
222948647208455,19,23,54,59,54,60,23,16,22
271810037074135,18,31,39,47,27,20,4,7,27
335675448249870,15,30,38,37,67,4,35,33,33
338238989137930,16,58,50,55,40,68,63,51,33
453964358130713,17,17,17,13,8,64,40,18,45
468674003601076,37,4,38,16,4,7,11,52,46
491009813865204,19,60,39,39,25,46,34,68,48
518345788062082,13,58,17,10,13,26,50,48,51
546979737328908,41,60,26,38,58,64,16,38,54
553428828035571,44,3,38,69,13,65,37,12,55
594630396862292,20,20,24,18,6,44,19,20,59
699034404590554,15,58,68,58,53,33,49,49,69
82652008887180,20,36,61,25,36,2,20,17,8
115551667548404,14,44,33,22,69,11,31,37,11
171222471284626,12,10,41,40,65,59,2,5,17
255877545134019,15,3,40,10,17,6,50,36,25
263571540738612,21,60,31,45,45,34,66,19,26
328372813408094,12,62,68,32,30,67,4,53,32
331327321948566,16,54,68,65,21,63,19,2,33
358606462158946,11,10,35,58,20,16,6,54,35
369746397684407,61,47,25,54,11,39,3,62,36
374172096403283,21,59,3,9,24,59,58,21,37
51747806391677,208,53,9,19,53,13,32,11,5
543537270132131,22,11,11,10,40,55,37,13,54
63100911994533,19,45,7,2,62,48,67,20,6
63823721847459,19,51,6,35,18,17,9,26,6
74718126577407,15,39,27,21,51,47,23,32,7
78943533737883,23,51,13,55,61,30,47,62,7
175874868311806,17,46,58,26,52,19,31,38,17
235697984781196,14,4,33,49,65,66,60,35,23
240384307916567,14,47,61,55,10,65,34,69,23
374718616205602,6,58,45,9,59,19,53,25,37
51888134825729,16,17,22,67,34,51,32,12,5
535450500438907,15,67,47,48,49,27,34,27,53
537103022369139,13,27,11,49,35,31,24,39,53
552114307683511,22,7,54,22,52,38,6,3,55
554041905965626,22,58,8,31,26,54,66,16,55
585268954153922,9,2,40,34,36,32,5,25,58
588007195095060,6,36,46,20,63,44,52,44,58
690235371217249,18,25,17,2,66,69,37,58,68
70708774416165,5,45,47,63,11,40,39,3,7
75485169718361,23,17,17,62,4,6,60,37,7
77957307532817,16,17,48,34,36,52,41,55,7
97910796194801,14,17,36,23,36,3,58,54,9
209448351857696,16,32,40,3,58,46,30,63,20
213327284914751,16,23,5,51,24,25,19,19,21
215551524004649,18,17,35,5,18,63,16,35,21
273379738826385,18,9,33,13,27,38,23,18,27
314802760014253,34,37,9,4,51,49,47,27,31
321268831618893,17,69,33,31,69,33,5,2,32
342111171814735,15,31,38,66,65,11,49,7,34
396419235957725,22,5,51,22,8,39,36,37,39
398723117173743,18,39,41,41,41,16,3,54,39
473767800958144,12,64,24,47,55,47,51,16,47
511030523928892,16,4,55,63,51,50,13,68,50
584975440957632,18,24,45,48,44,54,69,22,58
596586304035548,18,44,54,6,9,33,22,34,59
177329640793184,16,8,35,18,7,9,63,48,17
306262828311391,36,55,37,19,20,7,26,38,30
313832221648441,16,25,12,27,8,7,50,20,31
358664438885548,14,4,45,8,47,13,36,54,35
378451412190027,36,27,30,51,33,32,38,52,37
406397928271184,24,8,25,17,7,51,9,37,40
506583308259808,16,16,58,46,63,21,19,36,50
588779871706748,16,20,69,68,61,68,19,50,58
636935357831897,18,65,51,65,12,41,67,35,63
674913673322728,13,16,51,2,69,31,39,20,67
680676714046361,16,65,11,33,58,63,65,61,67
691339810042340,16,44,7,47,4,55,32,66,68
84893535571018,14,58,34,26,50,35,26,33,8
394627899882680,25,8,22,50,65,53,46,24,39
601359325713640,14,64,5,37,35,17,41,68,59
623099430523376,48,8,37,30,4,66,44,8,62
195745666058763,16,51,3,4,52,61,4,37,19
220047295300407,19,63,55,54,63,26,36,67,21
257568869685826,18,10,47,36,66,13,60,48,25
265342628418050,12,2,24,5,27,58,45,32,26
312579119756906,19,26,18,5,6,34,50,11,31
37734116432267,11,11,8,69,65,47,61,54,3
444622564402094,20,38,65,45,49,63,36,23,44
516033458153025,20,33,4,20,24,22,7,32,51
534678060075209,15,17,63,68,35,12,67,21,53
556527354483797,20,53,52,62,7,20,55,34,55
559965709767077,87,53,54,49,25,20,32,59,55
590184029795704,13,16,61,41,59,46,25,60,58
657011813275096,17,16,33,26,63,31,3,36,65
681482497434150,22,30,33,19,52,23,50,67,67
685626613803783,18,63,25,55,69,5,32,25,68
75134288700442,18,10,50,8,34,53,22,35,7
167155917931419,18,51,21,46,61,11,61,47,16
167572832661562,12,58,32,60,44,45,60,50,16
242429863458681,13,9,22,5,6,6,12,12,24
272200185679091,15,59,7,35,11,66,61,9,27
275766498284316,15,60,36,35,58,3,33,35,27
458975544809757,27,69,19,30,58,54,38,54,45
521988032868701,17,5,3,34,24,53,60,2,52
55338731299892,25,20,12,11,17,3,16,37,5
586861709293988,16,44,31,19,24,44,36,36,58
598945736414010,14,66,31,9,50,61,17,51,59
660802863851491,21,67,68,50,16,52,18,63,65
695290880431860,17,60,7,35,64,53,58,22,69
701635120494924,8,12,48,55,49,40,25,68,69
72981553022633,98,65,53,38,19,12,62,19,7
119735109673333,13,61,7,53,39,17,33,67,11
138123957295594,18,10,52,45,62,66,32,55,13
334009643064171,17,51,47,16,61,10,38,21,33
471056966819604,24,36,22,51,16,47,18,69,46
483769189057364,23,44,5,55,20,40,36,16,48
53143225785165,19,21,63,22,38,26,33,21,5
53242057759326,28,6,51,24,11,32,12,22,5
589386512100984,21,24,68,5,35,34,45,54,58
60668747972745,22,33,45,39,63,49,34,3,6
639250895044434,6,66,50,52,26,20,40,52,63
676404440161419,9,3,25,30,51,64,17,31,67
110740644281381,15,5,52,46,37,53,64,2,11
214026788856176,41,8,69,24,36,62,20,24,21
218106311903642,13,2,19,33,12,17,41,53,21
264321302688076,14,4,9,51,67,69,21,25,26
28195292484396,19,36,17,17,59,59,27,58,2
309529465078070,25,38,50,44,52,25,58,61,30
317287467645997,35,13,60,37,63,59,35,45,31
31993700209316,781,44,55,52,67,65,46,13,3
341327300384152,13,64,59,19,26,3,4,2,34
345300306735251,18,11,65,41,32,26,41,30,34
476207576043285,15,21,24,41,69,41,16,34,47
535120133727994,15,34,19,38,32,46,7,25,53
544133841857617,17,49,36,32,37,6,58,17,54
111279238965696,17,48,18,58,7,7,55,6,11
212366510955966,126,30,20,48,6,58,26,12,21
33150591316601,26,17,45,47,63,58,68,21,3
458106364792160,18,8,59,27,61,39,21,48,45
459697609192497,20,33,10,45,33,67,51,59,45
47525772098077,25,61,36,23,7,12,10,53,4
594500302530324,71,36,6,45,11,27,24,19,59
610120991084129,19,17,66,39,59,30,33,59,60
614523028491658,11,10,32,66,38,34,4,19,61
616747388835209,19,41,60,10,69,4,2,35,61
657495990306248,16,32,37,45,38,48,37,39,65
680618548955207,4,47,19,35,31,59,35,61,67
681153942551998,39,22,5,25,65,37,24,65,67
129429222815386,10,10,18,54,6,24,3,65,12
133392908864415,15,39,39,18,26,60,35,21,13
173486081840219,20,35,23,23,62,50,20,21,17
231406365655245,13,21,55,13,69,67,2,5,23
279511949725773,17,69,41,26,27,55,24,62,27
29160424115891,18,35,34,20,16,45,22,65,2
41251854017715,15,51,16,40,3,50,7,8,4
506755919876028,42,60,48,64,65,36,36,37,50
524390747775864,19,24,68,25,35,36,6,20,52
542383175707479,20,63,59,2,49,22,17,5,54
58350674740517,17,53,22,19,23,48,60,58,5
631246976740594,18,10,37,26,34,51,7,67,62
69010230002604,18,60,22,13,59,51,25,63,6
98728640772084,6,36,10,20,16,52,48,60,9
232644888241461,15,45,49,61,34,2,67,13,23
235319106563591,26,23,38,21,37,8,9,33,23
238061883668997,15,21,22,23,49,45,58,52,23
376911200431117,119,37,45,21,59,31,34,41,37
458668854059757,17,69,69,37,41,18,24,52,45
599967044281057,14,49,62,45,33,49,41,58,59
607302735967884,11,12,48,4,4,65,16,39,60
