26,67,58,33,17,24,22,48,0
36,4,67,41,20,67,44,50,0
13,26,46,32,31,62,41,58,0
60,31,27,7,44,47,24,60,0
4,38,63,18,16,25,47,60,0
32,12,20,4,19,12,69,63,0
58,23,38,22,19,30,5,66,0
62,51,11,3,40,32,48,6,0
41,31,63,30,67,30,34,67,0
30,54,36,64,17,7,49,67,0
59,49,48,26,12,64,39,69,0
2,68,21,36,50,12,11,12,0
19,67,45,65,40,19,66,23,0
64,46,7,25,27,21,60,37,0
7,66,22,63,19,54,9,44,0
11,59,17,13,17,6,31,44,0
22,8,35,50,41,48,68,53,0
50,7,59,17,27,3,5,61,0
61,51,18,65,22,68,59,67,0
51,11,7,48,25,4,65,13,0
21,24,46,45,18,40,20,17,0
33,20,60,50,25,66,55,19,0
37,53,5,3,11,60,27,2,0
69,22,60,48,18,32,20,25,0
13,16,35,64,6,30,5,36,0
5,64,37,59,66,36,32,37,0
21,66,66,37,27,9,12,47,0
24,48,50,45,6,7,44,53,0
61,68,45,7,34,9,24,61,0
33,7,58,62,60,58,38,6,0
2,31,64,34,12,53,5,8,0
52,11,52,6,10,69,62,8,0
36,21,24,46,67,58,7,9,0
55,24,66,22,30,12,26,10,0
13,39,25,52,11,41,55,13,0
24,11,16,19,16,51,17,17,0
65,26,23,59,63,59,26,24,0
3,25,60,66,49,37,51,33,0
19,33,11,52,11,23,31,3,0
67,25,37,48,19,59,27,34,0
2,49,66,40,20,50,27,40,0
4,4,34,40,7,68,16,52,0
26,60,61,35,41,31,30,55,0
6,53,37,68,35,35,61,59,0
33,32,38,69,12,25,54,61,0
55,26,49,13,55,31,40,68,0
6,10,51,37,36,58,12,7,0
35,68,66,6,58,44,69,17,0
5,61,58,67,52,67,25,27,0
44,68,53,54,34,69,49,30,0
2,48,39,9,34,55,41,34,0
44,60,33,63,6,69,61,35,0
46,63,60,40,25,62,25,39,0
26,55,22,17,16,46,34,41,0
18,6,65,25,64,64,34,44,0
39,7,52,44,33,48,39,44,0
33,20,20,41,22,24,24,52,0
53,60,58,59,36,27,41,69,0
3,3,17,30,32,33,30,10,0
61,35,69,25,48,51,54,11,0
22,19,59,41,59,32,21,19,0
26,48,53,59,37,41,21,35,0
21,16,18,27,24,27,13,37,0
37,34,25,7,6,67,36,38,0
18,64,47,9,30,26,31,40,0
2,4,65,13,5,36,5,49,0
59,5,69,49,39,41,68,61,0
2,66,12,65,32,5,53,63,0
44,44,68,12,37,36,8,64,0
36,64,55,61,46,67,49,64,0
13,44,17,12,61,59,32,68,0
54,52,39,68,58,53,30,7,0
20,21,13,37,55,3,2,17,0
55,32,23,69,5,4,39,25,0
39,48,11,25,20,36,3,31,0
4,30,10,59,40,67,3,32,0
58,6,60,32,23,64,62,37,0
19,12,8,30,58,64,36,38,0
16,68,60,61,20,34,65,39,0
12,61,48,38,26,64,18,41,0
10,53,8,67,17,69,11,53,0
40,35,67,53,23,50,35,53,0
22,53,41,40,35,53,27,55,0
6,18,18,32,12,18,16,62,0
26,6,32,63,9,38,47,62,0
18,66,63,11,55,68,22,64,0
45,17,11,5,6,35,40,7,0
63,49,44,17,45,26,4,10,0
12,2,36,22,32,59,41,11,0
10,21,25,50,46,58,50,22,0
69,35,58,58,4,25,54,23,0
2,2,24,13,3,58,46,31,0
19,13,59,66,50,8,44,32,0
17,39,30,18,11,33,4,4,0
18,11,23,49,68,22,16,41,0
39,24,32,37,8,32,3,51,0
64,2,35,18,41,40,3,51,0
18,24,23,9,66,33,53,58,0
16,9,23,26,32,62,36,59,0
5,7,65,45,50,21,23,61,0
39,67,63,69,66,58,3,63,0
39,16,58,54,49,62,34,6,0
2,3,39,39,67,26,58,67,0
38,25,44,7,44,31,61,22,0
65,58,54,45,6,16,8,25,0
69,23,25,54,20,60,4,26,0
40,5,67,59,44,68,47,33,0
23,19,24,13,40,54,61,3,0
19,67,4,6,6,3,26,39,0
4,65,41,44,63,55,20,4,0
4,59,64,54,11,10,58,45,0
11,66,61,49,17,6,38,59,0
54,45,40,59,5,67,32,61,0
52,54,36,55,26,58,38,6,0
37,11,2,45,11,31,51,67,0
46,48,39,48,44,64,21,69,0
20,59,63,11,6,37,68,7,0
26,68,39,26,35,7,52,8,0
68,36,48,40,23,60,52,8,0
59,33,30,68,48,52,26,10,0
41,19,45,67,49,49,59,19,0
6,48,58,6,31,58,59,19,0
59,16,20,35,41,68,11,2,0
18,4,8,61,3,6,22,26,0
2,47,52,11,67,38,23,36,0
55,49,63,51,52,54,24,36,0
64,64,44,37,49,33,46,45,0
16,39,26,39,22,35,32,50,0
27,11,41,54,5,65,63,54,0
24,32,34,65,12,33,36,55,0
11,21,34,11,47,59,22,60,0
25,34,3,62,60,64,23,17,0
48,40,51,31,45,41,40,33,0
58,50,62,61,23,63,32,34,0
50,32,30,64,6,31,32,36,0
35,13,7,60,2,67,25,39,0
30,8,36,62,69,38,12,45,0
66,10,51,60,61,45,6,49,0
68,50,46,7,60,8,68,51,0
31,60,47,62,54,67,27,53,0
32,11,53,64,40,25,13,55,0
4,12,17,20,4,68,49,55,0
30,63,8,3,63,30,63,61,0
30,54,63,59,32,8,16,7,0
32,68,58,30,4,58,9,13,0
4,4,25,17,7,61,4,17,0
31,27,64,58,6,40,55,19,0
53,31,67,11,40,4,66,32,0
3,22,30,7,45,44,65,37,0
69,11,35,3,11,38,7,4,0
16,38,22,22,5,47,37,4,0
63,11,47,37,12,53,6,47,0
34,24,10,52,58,25,32,53,0
22,64,54,13,8,21,13,62,0
18,48,54,23,40,17,11,8,0
61,17,44,37,24,53,27,11,0
24,48,58,45,11,49,35,11,0
69,20,31,52,53,37,52,11,0
61,65,11,36,35,24,49,17,0
8,37,52,25,59,34,53,27,0
7,8,5,58,9,36,50,33,0
4,20,18,24,30,34,36,36,0
39,27,61,44,58,20,50,36,0
52,8,25,20,32,23,58,49,0
39,38,62,20,4,50,48,5,0
6,46,40,53,67,54,16,58,0
2,48,54,67,3,33,13,63,0
62,4,8,5,58,60,22,63,0
16,44,26,31,17,68,7,67,0
52,44,34,62,9,31,60,7,0
34,66,6,59,10,64,19,17,0
32,47,58,39,52,53,55,22,0
4,51,62,47,35,3,59,23,0
8,61,66,26,37,27,21,25,0
60,65,64,23,4,46,19,26,0
36,8,27,31,11,60,30,38,0
2,17,12,5,54,63,20,45,0
32,69,6,11,7,16,8,47,0
16,23,16,66,50,60,63,54,0
63,37,63,2,44,32,6,55,0
58,41,64,65,52,65,65,58,0
8,8,50,33,16,21,32,59,0
16,12,41,46,3,6,27,61,0
6,27,5,34,5,47,33,64,0
7,61,16,30,12,8,3,68,0
27,4,3,37,2,25,17,7,0
58,13,12,40,54,34,34,17,0
61,58,65,37,27,55,60,26,0
22,31,10,37,52,40,17,32,0
66,58,63,53,44,16,7,35,0
53,68,25,63,23,40,47,45,0
66,68,44,67,24,41,5,5,0
55,3,37,34,41,66,7,52,0
34,52,60,6,41,49,52,53,0
33,31,24,23,39,45,35,62,0
54,23,41,58,67,47,32,65,0
24,49,18,8,51,46,61,6,0
52,67,27,67,47,26,9,17,0
41,50,67,65,41,38,41,17,0
68,2,21,68,16,33,10,19,0
33,64,61,12,11,16,19,19,0
49,2,24,19,2,55,2,2,0
66,53,24,8,46,59,24,24,0
69,62,68,33,58,40,16,27,0
69,52,6,12,12,32,40,4,0
46,40,64,59,26,59,60,45,0
62,36,54,5,67,6,4,52,0
55,35,5,3,24,27,21,5,0
34,67,40,61,45,31,45,60,0
64,31,68,23,68,52,35,66,0
10,26,23,17,68,27,53,66,0
62,34,6,44,7,10,44,7,0
66,63,65,58,21,10,52,18,0
50,47,40,41,12,63,37,19,0
26,26,5,69,26,25,38,22,0
11,65,4,69,25,69,25,24,0
2,40,31,58,51,37,23,27,0
61,68,69,64,4,44,62,2,0
64,5,47,16,66,41,34,3,0
66,64,33,2,48,36,38,45,0
47,49,32,20,33,67,48,46,0
61,64,64,41,35,67,11,5,0
4,9,31,52,21,17,64,53,0
47,16,32,53,61,10,61,69,0
50,35,64,59,67,5,61,8,0
49,17,46,20,11,9,23,19,0
25,9,10,65,35,34,47,24,0
16,60,31,60,3,53,30,26,0
27,59,54,27,11,46,3,31,0
55,59,22,33,69,69,63,33,0
12,31,22,9,50,53,32,36,0
16,11,18,58,37,60,34,4,0
54,18,26,2,6,63,67,50,0
33,26,32,51,64,10,33,52,0
62,54,37,37,60,8,45,53,0
27,38,66,38,65,5,7,60,0
19,66,9,7,3,64,40,65,0
69,13,67,35,41,53,53,12,0
23,54,59,54,60,23,16,22,0
31,39,47,27,20,4,7,27,0
30,38,37,67,4,35,33,33,0
58,50,55,40,68,63,51,33,0
17,17,13,8,64,40,18,45,0
4,38,16,4,7,11,52,46,0
60,39,39,25,46,34,68,48,0
58,17,10,13,26,50,48,51,0
60,26,38,58,64,16,38,54,0
3,38,69,13,65,37,12,55,0
20,24,18,6,44,19,20,59,0
58,68,58,53,33,49,49,69,0
36,61,25,36,2,20,17,8,0
44,33,22,69,11,31,37,11,0
10,41,40,65,59,2,5,17,0
3,40,10,17,6,50,36,25,0
60,31,45,45,34,66,19,26,0
62,68,32,30,67,4,53,32,0
54,68,65,21,63,19,2,33,0
10,35,58,20,16,6,54,35,0
47,25,54,11,39,3,62,36,0
59,3,9,24,59,58,21,37,0
53,9,19,53,13,32,11,5,0
11,11,10,40,55,37,13,54,0
45,7,2,62,48,67,20,6,0
51,6,35,18,17,9,26,6,0
39,27,21,51,47,23,32,7,0
51,13,55,61,30,47,62,7,0
46,58,26,52,19,31,38,17,0
4,33,49,65,66,60,35,23,0
47,61,55,10,65,34,69,23,0
58,45,9,59,19,53,25,37,0
17,22,67,34,51,32,12,5,0
67,47,48,49,27,34,27,53,0
27,11,49,35,31,24,39,53,0
7,54,22,52,38,6,3,55,0
58,8,31,26,54,66,16,55,0
2,40,34,36,32,5,25,58,0
36,46,20,63,44,52,44,58,0
25,17,2,66,69,37,58,68,0
45,47,63,11,40,39,3,7,0
17,17,62,4,6,60,37,7,0
17,48,34,36,52,41,55,7,0
17,36,23,36,3,58,54,9,0
32,40,3,58,46,30,63,20,0
23,5,51,24,25,19,19,21,0
17,35,5,18,63,16,35,21,0
9,33,13,27,38,23,18,27,0
37,9,4,51,49,47,27,31,0
69,33,31,69,33,5,2,32,0
31,38,66,65,11,49,7,34,0
5,51,22,8,39,36,37,39,0
39,41,41,41,16,3,54,39,0
64,24,47,55,47,51,16,47,0
4,55,63,51,50,13,68,50,0
24,45,48,44,54,69,22,58,0
44,54,6,9,33,22,34,59,0
8,35,18,7,9,63,48,17,0
55,37,19,20,7,26,38,30,0
25,12,27,8,7,50,20,31,0
4,45,8,47,13,36,54,35,0
27,30,51,33,32,38,52,37,0
8,25,17,7,51,9,37,40,0
16,58,46,63,21,19,36,50,0
20,69,68,61,68,19,50,58,0
65,51,65,12,41,67,35,63,0
16,51,2,69,31,39,20,67,0
65,11,33,58,63,65,61,67,0
44,7,47,4,55,32,66,68,0
58,34,26,50,35,26,33,8,0
8,22,50,65,53,46,24,39,0
64,5,37,35,17,41,68,59,0
8,37,30,4,66,44,8,62,0
51,3,4,52,61,4,37,19,0
63,55,54,63,26,36,67,21,0
10,47,36,66,13,60,48,25,0
2,24,5,27,58,45,32,26,0
26,18,5,6,34,50,11,31,0
11,8,69,65,47,61,54,3,0
38,65,45,49,63,36,23,44,0
33,4,20,24,22,7,32,51,0
17,63,68,35,12,67,21,53,0
53,52,62,7,20,55,34,55,0
53,54,49,25,20,32,59,55,0
16,61,41,59,46,25,60,58,0
16,33,26,63,31,3,36,65,0
30,33,19,52,23,50,67,67,0
63,25,55,69,5,32,25,68,0
10,50,8,34,53,22,35,7,0
51,21,46,61,11,61,47,16,0
58,32,60,44,45,60,50,16,0
9,22,5,6,6,12,12,24,0
59,7,35,11,66,61,9,27,0
60,36,35,58,3,33,35,27,0
69,19,30,58,54,38,54,45,0
5,3,34,24,53,60,2,52,0
20,12,11,17,3,16,37,5,0
44,31,19,24,44,36,36,58,0
66,31,9,50,61,17,51,59,0
67,68,50,16,52,18,63,65,0
60,7,35,64,53,58,22,69,0
12,48,55,49,40,25,68,69,0
65,53,38,19,12,62,19,7,0
61,7,53,39,17,33,67,11,0
10,52,45,62,66,32,55,13,0
51,47,16,61,10,38,21,33,0
36,22,51,16,47,18,69,46,0
44,5,55,20,40,36,16,48,0
21,63,22,38,26,33,21,5,0
6,51,24,11,32,12,22,5,0
24,68,5,35,34,45,54,58,0
33,45,39,63,49,34,3,6,0
66,50,52,26,20,40,52,63,0
3,25,30,51,64,17,31,67,0
5,52,46,37,53,64,2,11,0
8,69,24,36,62,20,24,21,0
2,19,33,12,17,41,53,21,0
4,9,51,67,69,21,25,26,0
36,17,17,59,59,27,58,2,0
38,50,44,52,25,58,61,30,0
13,60,37,63,59,35,45,31,0
44,55,52,67,65,46,13,3,0
64,59,19,26,3,4,2,34,0
11,65,41,32,26,41,30,34,0
21,24,41,69,41,16,34,47,0
34,19,38,32,46,7,25,53,0
49,36,32,37,6,58,17,54,0
48,18,58,7,7,55,6,11,0
30,20,48,6,58,26,12,21,0
17,45,47,63,58,68,21,3,0
8,59,27,61,39,21,48,45,0
33,10,45,33,67,51,59,45,0
61,36,23,7,12,10,53,4,0
36,6,45,11,27,24,19,59,0
17,66,39,59,30,33,59,60,0
10,32,66,38,34,4,19,61,0
41,60,10,69,4,2,35,61,0
32,37,45,38,48,37,39,65,0
47,19,35,31,59,35,61,67,0
22,5,25,65,37,24,65,67,0
10,18,54,6,24,3,65,12,0
39,39,18,26,60,35,21,13,0
35,23,23,62,50,20,21,17,0
21,55,13,69,67,2,5,23,0
69,41,26,27,55,24,62,27,0
35,34,20,16,45,22,65,2,0
51,16,40,3,50,7,8,4,0
60,48,64,65,36,36,37,50,0
24,68,25,35,36,6,20,52,0
63,59,2,49,22,17,5,54,0
53,22,19,23,48,60,58,5,0
10,37,26,34,51,7,67,62,0
60,22,13,59,51,25,63,6,0
36,10,20,16,52,48,60,9,0
45,49,61,34,2,67,13,23,0
23,38,21,37,8,9,33,23,0
21,22,23,49,45,58,52,23,0
37,45,21,59,31,34,41,37,0
69,69,37,41,18,24,52,45,0
49,62,45,33,49,41,58,59,0
12,48,4,4,65,16,39,60,0
68,30,37,47,5,45,48,63,0
64,51,33,26,39,11,21,65,0
12,13,47,35,24,13,9,69,0
6,60,13,69,40,54,51,30,0
54,18,6,27,24,32,60,35,0
2,44,58,41,2,23,31,50,0
44,65,47,35,9,64,24,53,0
8,22,58,4,13,40,34,59,0
21,32,24,9,30,37,51,59,0
16,24,33,19,6,55,63,61,0
4,22,60,63,68,32,66,65,0
64,36,11,16,69,36,19,69,0
44,59,23,11,24,30,17,7,0
34,58,33,51,48,52,61,9,0
45,61,53,55,63,22,23,18,0
66,13,45,35,13,2,59,18,0
31,22,69,51,21,11,32,27,0
18,16,60,36,67,12,60,2,0
17,31,49,5,7,11,25,35,0
61,19,10,34,59,61,25,35,0
32,65,16,65,52,48,3,36,0
58,30,30,62,62,21,53,4,0
16,22,16,25,46,32,16,58,0
10,23,37,36,3,5,65,59,0
21,68,63,4,3,31,21,66,0
58,2,26,36,27,19,60,7,0
67,21,17,18,51,51,18,23,0
58,47,12,54,66,66,68,23,0
18,16,53,17,10,18,40,24,0
13,20,26,60,62,67,62,26,0
16,47,46,23,8,16,62,31,0
59,13,47,16,32,33,25,33,0
63,45,9,13,53,23,63,38,0
17,31,18,16,30,61,7,46,0
16,66,5,20,27,20,63,46,0
62,19,2,2,12,68,49,55,0
68,8,17,4,22,20,37,67,0
64,53,32,49,12,24,63,69,0
68,26,36,53,41,4,32,8,0
24,18,63,39,37,12,67,11,0
7,58,40,17,64,44,37,17,0
41,2,31,22,41,45,47,17,0
19,26,34,50,65,24,33,26,0
36,27,55,7,40,39,47,35,0
27,34,35,16,41,47,23,36,0
13,10,48,7,64,30,32,46,0
61,44,53,34,13,65,21,47,0
2,34,18,49,61,47,3,51,0
22,6,13,38,44,69,46,52,0
35,58,33,19,13,8,16,53,0
18,21,34,68,24,26,12,54,0
20,3,17,21,64,21,53,58,0
19,4,65,4,31,23,69,63,0
63,39,64,68,67,58,69,66,0
61,50,35,49,22,16,17,7,0
50,59,58,33,60,18,69,11,0
3,44,26,40,16,17,37,16,0
62,62,48,59,4,62,40,16,0
49,9,19,47,9,55,62,16,0
65,12,35,4,34,46,16,17,0
62,9,46,61,6,30,5,18,0
66,64,30,66,44,52,37,23,0
48,55,52,68,67,58,3,27,0
44,3,41,61,31,7,65,33,0
61,27,55,27,52,47,51,4,0
38,12,66,46,45,4,8,51,0
49,44,65,41,18,53,39,5,0
44,62,11,52,22,39,32,59,0
60,40,48,31,16,44,34,63,0
12,20,2,27,45,9,41,69,0
3,11,18,69,41,68,35,7,0
63,46,23,46,68,59,23,10,0
26,47,34,49,9,27,45,12,0
53,26,37,30,58,33,7,3,0
44,45,64,39,45,38,16,3,0
38,47,2,37,37,52,9,33,0
55,60,50,19,63,59,33,34,0
25,65,53,35,61,59,58,35,0
40,62,5,63,18,11,45,37,0
24,62,21,8,22,62,48,40,0
45,62,68,22,27,31,69,59,0
37,6,21,18,38,65,25,61,0
9,27,20,6,44,35,54,66,0
52,34,38,11,22,16,33,7,0
44,47,66,2,64,4,50,10,0
37,64,6,30,60,64,47,16,0
26,5,59,4,16,8,3,18,0
60,41,26,23,20,8,24,24,0
59,20,58,50,41,62,8,25,0
13,63,69,32,53,45,37,2,0
36,45,33,49,7,9,64,3,0
44,32,35,31,38,23,68,46,0
27,62,55,9,3,32,41,47,0
9,27,32,51,51,69,49,53,0
66,39,17,36,52,36,50,58,0
60,65,59,23,47,49,51,59,0
69,37,35,63,66,63,45,62,0
67,24,69,53,44,19,46,65,0
36,16,16,35,64,44,46,9,0
51,47,3,12,7,35,47,13,0
12,60,19,16,49,47,3,17,0
8,9,63,7,69,31,69,21,0
58,37,10,32,18,26,18,25,0
32,7,63,63,68,33,30,25,0
18,64,30,4,54,12,31,31,0
61,6,9,52,7,3,63,35,0
47,45,16,21,33,4,67,45,0
40,58,45,9,58,33,5,48,0
68,38,60,2,4,34,62,49,0
27,48,51,66,41,9,33,6,0
16,6,5,48,38,20,44,68,0
32,38,54,26,13,18,22,10,0
38,60,39,23,40,58,35,16,0
67,49,63,67,24,24,6,22,0
11,51,63,32,17,40,11,23,0
23,64,27,4,30,20,51,23,0
20,7,27,61,44,10,5,27,0
58,10,49,61,20,26,39,27,0
27,23,5,54,33,60,33,33,0
55,9,26,22,24,6,51,33,0
4,52,20,34,22,11,58,34,0
45,31,62,34,20,33,20,38,0
18,30,34,5,62,18,45,41,0
45,3,64,52,30,22,67,51,0
37,62,69,9,2,49,64,65,0
62,18,6,52,11,65,2,7,0
10,64,26,31,26,6,38,10,0
50,4,66,10,48,27,39,17,0
66,64,39,68,8,35,60,19,0
2,54,3,21,40,34,3,32,0
44,51,31,5,38,34,49,33,0
39,52,64,65,7,22,47,37,0
12,39,68,32,10,65,60,3,0
60,33,31,12,54,22,58,45,0
27,13,4,32,11,39,46,46,0
31,39,69,58,33,46,66,53,0
60,11,8,59,4,22,40,54,0
52,38,55,59,20,35,55,62,0
39,39,59,34,2,51,39,67,0
2,37,4,18,63,69,24,7,0
45,26,69,27,51,44,38,7,0
20,49,68,4,41,48,61,12,0
7,26,18,68,9,49,25,16,0
59,9,45,64,17,64,62,19,0
58,37,19,26,45,18,68,22,0
55,68,19,13,37,59,16,32,0
38,6,7,60,24,61,24,36,0
68,53,19,62,52,58,65,39,0
34,34,21,67,69,24,6,45,0
60,55,2,52,6,3,31,50,0
3,23,32,41,58,23,16,5,0
18,20,10,19,18,6,47,60,0
47,48,21,2,4,32,12,62,0
11,60,60,5,31,50,3,63,0
27,59,3,66,36,68,22,63,0
19,8,53,55,27,66,45,69,0
46,45,10,60,65,19,53,9,0
34,22,8,32,67,46,7,13,0
10,50,10,27,21,16,41,13,0
24,52,2,25,8,2,67,20,0
2,2,33,6,30,6,7,27,0
63,48,46,50,2,25,66,45,0
60,44,27,36,7,54,51,49,0
36,52,19,46,40,17,47,50,0
35,66,48,47,39,6,8,51,0
26,16,26,67,23,16,62,55,0
36,20,51,2,44,48,55,61,0
45,60,65,61,21,59,22,63,0
54,26,5,8,58,30,11,64,0
19,55,41,22,61,26,48,66,0
3,33,45,31,37,58,66,66,0
10,25,36,17,21,41,31,11,0
60,69,30,35,60,64,36,12,0
37,31,8,3,26,67,60,25,0
61,68,51,38,40,30,48,26,0
40,55,30,69,12,37,5,27,0
7,5,69,31,8,13,31,3,0
65,27,18,46,13,68,49,37,0
37,65,61,47,65,7,40,44,0
17,11,17,25,54,13,68,47,0
2,34,44,10,21,68,69,50,0
19,44,50,9,51,39,58,51,0
65,34,19,39,37,26,17,58,0
65,48,30,59,24,30,52,58,0
45,67,21,63,40,39,53,66,0
18,19,34,10,51,19,24,16,0
7,45,44,17,26,63,45,17,0
31,6,30,11,10,49,13,19,0
32,66,16,54,32,33,45,20,0
2,10,54,58,17,48,38,23,0
30,6,25,45,68,67,67,2,0
13,22,22,11,49,67,45,36,0
55,49,63,52,51,38,4,52,0
34,31,5,49,59,21,65,53,0
